"","topic","term","beta"
"2428",4,"little",0.000148041202228907
"2429",5,"little",0.00079678868944946
"2430",6,"little",0.000159591590833027
"2431",1,"live",0.000124161862941036
"2432",2,"live",0.000625213225857047
"2433",3,"live",0.00172208583347428
"2434",4,"live",3.11782545890883e-05
"2435",5,"live",0.00040117829370645
"2436",6,"live",0.00118455795508441
"2437",1,"lives",0.000783490505768281
"2438",2,"lives",0.000167737260223952
"2439",3,"lives",0.00182549005766161
"2440",4,"lives",5.17205933833982e-05
"2441",5,"lives",9.78470997530716e-07
"2442",6,"lives",0.00448118867382719
"2443",1,"living",0.000307933847856734
"2444",2,"living",0.000903811592960127
"2445",3,"living",0.00128340494986734
"2446",4,"living",4.24090576796239e-08
"2447",5,"living",1.08261083271552e-06
"2448",6,"living",5.41473581465509e-05
"2449",1,"local",0.00342331187263896
"2450",2,"local",0.000759522831178929
"2451",3,"local",0.000131480934959093
"2452",4,"local",0.000131579017339138
"2453",5,"local",0.00100425326757272
"2454",6,"local",0.00621913614224335
"2455",1,"long",0.00120299801509997
"2456",2,"long",0.00317897679662634
"2457",3,"long",0.00373890650607928
"2458",4,"long",0.00123627194891411
"2459",5,"long",0.000440109097571204
"2460",6,"long",7.71956235796622e-05
"2461",1,"longer",3.48701690997205e-07
"2462",2,"longer",0.00125679405665355
"2463",3,"longer",0.000657731824545824
"2464",4,"longer",0.000919445144631173
"2465",5,"longer",0.000100932451778551
"2466",6,"longer",0.00031060019804979
"2467",1,"look",8.80361807636234e-05
"2468",2,"look",0.000262253763246649
"2469",3,"look",0.00391734965838203
"2470",4,"look",0.000675955099591748
"2471",5,"look",0.000916928213930845
"2472",6,"look",0.000228617063670276
"2473",1,"looked",0.000261818174916086
"2474",2,"looked",3.51345248614175e-05
"2475",3,"looked",0.00115758167278119
"2476",4,"looked",4.96648188831547e-05
"2477",5,"looked",3.22073732349971e-05
"2478",6,"looked",0.000509699444192199
"2479",1,"looking",0.000750318584359279
"2480",2,"looking",4.52901320832577e-05
"2481",3,"looking",0.00180891653939134
"2482",4,"looking",0.00105778199664493
"2483",5,"looking",0.000486140414279389
"2484",6,"looking",0.000402091046507916
"2485",1,"los",0.00321150732456356
"2486",2,"los",3.46095946081874e-06
"2487",3,"los",0.000896758225106856
"2488",4,"los",2.64327179567388e-07
"2489",5,"los",0.00033728354542826
"2490",6,"los",5.27548255097143e-05
"2491",1,"lost",0.000169410765608165
"2492",2,"lost",0.000397962666678403
"2493",3,"lost",0.00128044270460009
"2494",4,"lost",4.31859279566058e-05
"2495",5,"lost",0.0012023269768486
"2496",6,"lost",0.00090250215459572
"2497",1,"lot",0.00142508931752385
"2498",2,"lot",0.000385082436181546
"2499",3,"lot",0.00391455248153802
"2500",4,"lot",2.59167473053816e-05
"2501",5,"lot",0.000482120483518696
"2502",6,"lot",5.67701501466315e-05
"2503",1,"love",4.3940122746998e-10
"2504",2,"love",2.81097659878907e-08
"2505",3,"love",0.0031071246816066
"2506",4,"love",1.5297068166177e-09
"2507",5,"love",9.06201304574023e-05
"2508",6,"love",2.62085198897346e-06
"2509",1,"made",0.00134473362173136
"2510",2,"made",0.00223518405106145
"2511",3,"made",0.00531854951284022
"2512",4,"made",0.00397074395546448
"2513",5,"made",0.00196069593237065
"2514",6,"made",0.00336090320810071
"2515",1,"major",0.000347800146638471
"2516",2,"major",0.00221605304244519
"2517",3,"major",0.000610902294384517
"2518",4,"major",0.000840049931252861
"2519",5,"major",0.000908948125882927
"2520",6,"major",0.000544132746731159
"2521",1,"majority",3.85825850589126e-19
"2522",2,"majority",4.06690364988715e-05
"2523",3,"majority",6.72572537178506e-05
"2524",4,"majority",0.00381627239300665
"2525",5,"majority",0.00310869700747702
"2526",6,"majority",1.15762162076547e-08
"2527",1,"make",0.000177545163286636
"2528",2,"make",0.0020999829995011
"2529",3,"make",0.00627710715995169
"2530",4,"make",0.0063799942074103
"2531",5,"make",0.00188594057721465
"2532",6,"make",0.000690390409100155
"2533",1,"makes",3.77732966037324e-11
"2534",2,"makes",0.000148949388597274
"2535",3,"makes",0.00174037042190265
"2536",4,"makes",0.00139667315262371
"2537",5,"makes",0.000511297346078114
"2538",6,"makes",0.000106239250026455
"2539",1,"making",0.000143279402147851
"2540",2,"making",0.00151665966887075
"2541",3,"making",0.00229436245456457
"2542",4,"making",0.00165539641148724
"2543",5,"making",0.000478177602994223
"2544",6,"making",0.000678082110566055
"2545",1,"man",0.0131515641994834
"2546",2,"man",0.000107373601334973
"2547",3,"man",0.00359701837446857
"2548",4,"man",1.63718360837192e-05
"2549",5,"man",0.000220937393519067
"2550",6,"man",2.29993973904444e-06
"2551",1,"many",5.45524691585599e-06
"2552",2,"many",0.0073741074538259
"2553",3,"many",0.00573746306829233
"2554",4,"many",0.00268891250063362
"2555",5,"many",0.00138763682603189
"2556",6,"many",0.00451545188425545
"2557",1,"march",6.84562626951281e-06
"2558",2,"march",0.000382950214261344
"2559",3,"march",3.38471301002713e-06
"2560",4,"march",0.000202031366627186
"2561",5,"march",0.000892053476527897
"2562",6,"march",0.00705964491367447
"2563",1,"mark",0.000503653034440006
"2564",2,"mark",0.000332958409021896
"2565",3,"mark",0.000326708643002854
"2566",4,"mark",2.83336365003074e-06
"2567",5,"mark",0.00148611122862536
"2568",6,"mark",0.00125784401564856
"2569",1,"mass",4.59063511869861e-06
"2570",2,"mass",0.000220373795453747
"2571",3,"mass",5.55608891709993e-07
"2572",4,"mass",0.000787018131743021
"2573",5,"mass",1.29775714793253e-06
"2574",6,"mass",0.00523242125345465
"2575",1,"matter",0.000182896298802408
"2576",2,"matter",0.000572577479766992
"2577",3,"matter",0.00152515716887797
"2578",4,"matter",0.00185352463944967
"2579",5,"matter",0.000578771969401975
"2580",6,"matter",0.000276673808667697
"2581",1,"may",0.00202548147302026
"2582",2,"may",0.00616226037223406
"2583",3,"may",0.00294136447823296
"2584",4,"may",0.00449248349626703
"2585",5,"may",0.00406282199999095
"2586",6,"may",0.0012327230273508
"2587",1,"maybe",1.73041878572371e-19
"2588",2,"maybe",9.81686941502243e-07
"2589",3,"maybe",0.00195769804498619
"2590",4,"maybe",1.28968356762611e-05
"2591",5,"maybe",5.81905927824188e-05
"2592",6,"maybe",2.7234777818718e-08
"2593",1,"mayor",0.00209568704427355
"2594",2,"mayor",6.23716488557084e-06
"2595",3,"mayor",9.70856397526114e-14
"2596",4,"mayor",8.15081015565813e-10
"2597",5,"mayor",0.00168450528841363
"2598",6,"mayor",0.000670687347006499
"2599",1,"mean",2.09564704357363e-09
"2600",2,"mean",0.000383071956313271
"2601",3,"mean",0.00149393015932726
"2602",4,"mean",0.000497092316936479
"2603",5,"mean",0.000136714722960906
"2604",6,"mean",6.58470820487076e-06
"2605",1,"means",1.04699962764489e-12
"2606",2,"means",0.00132354807029586
"2607",3,"means",0.00116626442647721
"2608",4,"means",0.00154503315486583
"2609",5,"means",0.000204320977510782
"2610",6,"means",2.94596373079212e-06
"2611",1,"meanwhile",0.000265283726689037
"2612",2,"meanwhile",0.000449555206714893
"2613",3,"meanwhile",0.000308005051372508
"2614",4,"meanwhile",0.000158050821724149
"2615",5,"meanwhile",0.00122290807027444
"2616",6,"meanwhile",4.44767297446965e-05
"2617",1,"media",3.46002982860753e-05
"2618",2,"media",4.05878662638854e-05
"2619",3,"media",0.000360442454167266
"2620",4,"media",3.00422664188954e-06
"2621",5,"media",0.00182640825759158
"2622",6,"media",0.0154950374583694
"2623",1,"meet",1.89253702155102e-06
"2624",2,"meet",0.00120738310720177
"2625",3,"meet",0.000600407361826767
"2626",4,"meet",8.47971314117393e-05
"2627",5,"meet",0.000811856212587485
"2628",6,"meet",0.000215036892930884
"2629",1,"meeting",1.91836384891396e-07
"2630",2,"meeting",0.00308244988521127
"2631",3,"meeting",0.000659093948638965
"2632",4,"meeting",3.13520127711663e-09
"2633",5,"meeting",0.00278619979687647
"2634",6,"meeting",0.00120995404622343
"2635",1,"member",0.000747669100657355
"2636",2,"member",0.00110690470931557
"2637",3,"member",0.000429582060258651
"2638",4,"member",0.000210830677441924
"2639",5,"member",0.00129550959246502
"2640",6,"member",0.00100949373229711
"2641",1,"members",0.000867024901240433
"2642",2,"members",0.00313822178698101
"2643",3,"members",0.000353058648976842
"2644",4,"members",0.00141685943850618
"2645",5,"members",0.00136353259584016
"2646",6,"members",0.00563017785225726
"2647",1,"men",0.00251571441878341
"2648",2,"men",0.00130707299537326
"2649",3,"men",0.00302215945605316
"2650",4,"men",5.40891830715704e-05
"2651",5,"men",2.59225031110515e-07
"2652",6,"men",6.98680315172042e-05
"2653",1,"message",0.000120833595292618
"2654",2,"message",0.000761914747555392
"2655",3,"message",0.000407100833956488
"2656",4,"message",6.37946895854929e-05
"2657",5,"message",0.000996302076539769
"2658",6,"message",0.00176501194467243
"2659",1,"met",0.000165392426206145
"2660",2,"met",0.000426736919292831
"2661",3,"met",0.00142315491369051
"2662",4,"met",1.74187451025322e-06
"2663",5,"met",0.000781258602309618
"2664",6,"met",0.00113659406272302
"2665",1,"michael",0.00188037001457549
"2666",2,"michael",0.000199089671747524
"2667",3,"michael",0.000731947378647848
"2668",4,"michael",0.000566548467683918
"2669",5,"michael",0.00191725528055368
"2670",6,"michael",0.000313738568491947
"2671",1,"middle",0.00015861542883739
"2672",2,"middle",0.000752781503158105
"2673",3,"middle",0.00085462411202983
"2674",4,"middle",0.000165903992342638
"2675",5,"middle",0.000157283500315464
"2676",6,"middle",0.00042557053433511
"2677",1,"might",3.96467443077844e-08
"2678",2,"might",0.00177855942280137
"2679",3,"might",0.00361620354429942
"2680",4,"might",0.0020634459088118
"2681",5,"might",0.000614642607026086
"2682",6,"might",0.000336010791774975
"2683",1,"mike",0.000370283406498875
"2684",2,"mike",2.610478107883e-06
"2685",3,"mike",0.000186354849276043
"2686",4,"mike",0.000229839874044428
"2687",5,"mike",0.00228467648791539
"2688",6,"mike",2.11383671037581e-07
"2689",1,"miles",0.00177129598564566
"2690",2,"miles",0.00045039666762836
"2691",3,"miles",0.000672584746573936
"2692",4,"miles",1.02617506327366e-15
"2693",5,"miles",1.78001291169782e-13
"2694",6,"miles",1.89699786281634e-05
"2695",1,"military",1.17087976040868e-05
"2696",2,"military",0.00811526115207601
"2697",3,"military",4.77354502503982e-08
"2698",4,"military",1.96394608655432e-06
"2699",5,"military",6.04471635548141e-06
"2700",6,"military",1.39026909703522e-08
"2701",1,"million",0.000748010953420943
"2702",2,"million",0.00361169706848397
"2703",3,"million",0.00138125870234711
"2704",4,"million",0.000184454647203009
"2705",5,"million",0.00452738377922314
"2706",6,"million",0.000660550551681498
"2707",1,"mind",6.24137260681455e-10
"2708",2,"mind",0.000228649229775349
"2709",3,"mind",0.00132507903247153
"2710",4,"mind",0.000432468160038868
"2711",5,"mind",3.12758409307317e-05
"2712",6,"mind",1.42817802902117e-06
"2713",1,"minutes",0.00109241251347422
"2714",2,"minutes",2.75876158798185e-07
"2715",3,"minutes",0.00135510817128124
"2716",4,"minutes",1.38194200986502e-07
"2717",5,"minutes",2.43709624970293e-06
"2718",6,"minutes",0.000171586878202672
"2719",1,"moment",4.69639982719989e-06
"2720",2,"moment",0.000343970834279639
"2721",3,"moment",0.00243869179403865
"2722",4,"moment",0.000218537939757384
"2723",5,"moment",8.74346383848549e-05
"2724",6,"moment",0.00055008484562131
"2725",1,"monday",0.0060497612624037
"2726",2,"monday",0.000119099657350675
"2727",3,"monday",0.000140478590940031
"2728",4,"monday",0.0010772119256521
"2729",5,"monday",0.00264123984855332
"2730",6,"monday",0.000238754086923047
"2731",1,"money",0.000165347147035357
"2732",2,"money",0.00122048415137888
"2733",3,"money",0.0017808318069975
"2734",4,"money",0.00146853927492369
"2735",5,"money",0.00245092090534533
"2736",6,"money",0.000334501907352806
"2737",1,"month",0.00150636412612191
"2738",2,"month",0.00201093453830521
"2739",3,"month",0.000472831996308212
"2740",4,"month",0.000956020292244647
"2741",5,"month",0.00176028960185576
"2742",6,"month",0.00209785330222196
"2743",1,"months",0.00123999513231831
"2744",2,"months",0.00241751179851119
"2745",3,"months",0.00141430465945901
"2746",4,"months",0.000186595066932896
"2747",5,"months",0.00154196612273731
"2748",6,"months",0.00196796404213856
"2749",1,"morning",0.00321307769497877
"2750",2,"morning",0.000957156619673866
"2751",3,"morning",0.00109214322574095
"2752",4,"morning",5.6944903077885e-09
"2753",5,"morning",0.000996238529224218
"2754",6,"morning",0.00135249237650225
"2755",1,"mostly",1.21548357504665e-05
"2756",2,"mostly",0.00114719901638048
"2757",3,"mostly",0.000737773050240575
"2758",4,"mostly",1.49315245357751e-06
"2759",5,"mostly",0.000198782221137474
"2760",6,"mostly",0.000148731010575866
"2761",1,"mother",0.00332642570703898
"2762",2,"mother",3.75747754046409e-07
"2763",3,"mother",0.00228400033382102
"2764",4,"mother",4.59347297229107e-08
"2765",5,"mother",9.30023396682512e-05
"2766",6,"mother",0.000197055495831298
"2767",1,"move",0.000179565238188014
"2768",2,"move",0.00172828653859987
"2769",3,"move",0.00115221658530738
"2770",4,"move",0.000815246685878021
"2771",5,"move",0.000598916482740377
"2772",6,"move",0.000248217788465258
"2773",1,"moved",0.0005168899268243
"2774",2,"moved",0.000117155584380138
"2775",3,"moved",0.000955894161172721
"2776",4,"moved",1.80695059757437e-07
"2777",5,"moved",0.000246518334226186
"2778",6,"moved",0.000421263587232363
"2779",1,"movement",1.22116614456632e-12
"2780",2,"movement",0.00142768412653094
"2781",3,"movement",0.00077850221915479
"2782",4,"movement",0.000273992806353226
"2783",5,"movement",0.000222281920901875
"2784",6,"movement",0.00174038272119554
"2785",1,"moving",0.000164244732907012
"2786",2,"moving",0.000574159982961437
"2787",3,"moving",0.000891420999163099
"2788",4,"moving",8.02800721905439e-06
"2789",5,"moving",0.000206236618891538
"2790",6,"moving",0.000184960361106966
"2791",1,"much",2.2723238197551e-08
"2792",2,"much",0.00270111290975218
"2793",3,"much",0.00588974757204855
"2794",4,"much",0.00269480170383578
"2795",5,"much",0.00210696953853624
"2796",6,"much",0.000178400855951239
"2797",1,"multiple",0.00259189580201322
"2798",2,"multiple",1.02680317474812e-05
"2799",3,"multiple",0.000291166811983771
"2800",4,"multiple",9.53011707296617e-05
"2801",5,"multiple",0.000493325305891364
"2802",6,"multiple",0.000766415099321324
"2803",1,"murder",0.00631175401832016
"2804",2,"murder",4.85407011436579e-06
"2805",3,"murder",0.000246509570708665
"2806",4,"murder",1.67113834899216e-05
"2807",5,"murder",1.42166884334068e-07
"2808",6,"murder",3.41069165107964e-06
"2809",1,"must",3.68954150279668e-05
"2810",2,"must",0.00180875817381311
"2811",3,"must",0.00095962388704043
"2812",4,"must",0.00360691031498377
"2813",5,"must",8.54663510062572e-05
"2814",6,"must",0.000366768455242444
"2815",1,"name",0.00128698587556358
"2816",2,"name",7.33429927603647e-05
"2817",3,"name",0.00179558078464205
"2818",4,"name",0.000164060784962066
"2819",5,"name",0.00103983625015876
"2820",6,"name",0.001520942673497
"2821",1,"named",0.000462677555784475
"2822",2,"named",2.05329063552296e-05
"2823",3,"named",0.00119810899815875
"2824",4,"named",1.58402663420937e-06
"2825",5,"named",0.000147691680587952
"2826",6,"named",0.0012577106296308
"2827",1,"nation",3.92229917976682e-13
"2828",2,"nation",0.00300307277278534
"2829",3,"nation",8.60798989098252e-05
"2830",4,"nation",0.000479004805791564
"2831",5,"nation",0.000337365254692016
"2832",6,"nation",0.000323712922845289
"2833",1,"national",4.77110976860621e-05
"2834",2,"national",0.00701163977339257
"2835",3,"national",2.397948318287e-05
"2836",4,"national",0.00460595638499293
"2837",5,"national",0.00492761359744464
"2838",6,"national",0.00252992366497249
"2839",1,"near",0.00362883453970403
"2840",2,"near",0.00142809578699033
"2841",3,"near",0.000574976636342138
"2842",4,"near",8.02019660030524e-06
"2843",5,"near",1.02088129989255e-06
"2844",6,"near",0.000158109613931725
"2845",1,"nearly",0.000506437992688617
"2846",2,"nearly",0.00259158660313098
"2847",3,"nearly",0.00100375142400987
"2848",4,"nearly",0.000985353353247388
"2849",5,"nearly",0.000720816813137382
"2850",6,"nearly",0.000812328930399995
"2851",1,"need",7.95930069432192e-05
"2852",2,"need",0.00171192408342231
"2853",3,"need",0.00304021739959078
"2854",4,"need",0.00162560070871831
"2855",5,"need",0.00166593321684476
"2856",6,"need",0.000682831791324443
"2857",1,"needed",0.000241444358531566
"2858",2,"needed",0.000482197190853941
"2859",3,"needed",0.000868115150632678
"2860",4,"needed",0.000510428156185171
"2861",5,"needed",0.00029917430696173
"2862",6,"needed",9.51946614934495e-05
"2863",1,"needs",0.000119739220112352
"2864",2,"needs",0.000857741373548306
"2865",3,"needs",0.000776100778976678
"2866",4,"needs",0.0003509829259895
"2867",5,"needs",0.000388542274750818
"2868",6,"needs",3.50996673877144e-05
"2869",1,"never",0.000574341655113793
"2870",2,"never",0.000683767586981779
"2871",3,"never",0.0055876192098269
"2872",4,"never",0.0011542127735107
"2873",5,"never",0.00064979963555098
"2874",6,"never",0.00120397069046918
"2875",1,"new",0.000379261167897973
"2876",2,"new",0.00936034792262358
"2877",3,"new",0.00716264314083627
"2878",4,"new",0.00573902419399255
"2879",5,"new",0.00686330017089396
"2880",6,"new",0.0110229838190345
"2881",1,"news",0.00594056496253235
"2882",2,"news",4.79106689259473e-06
"2883",3,"news",0.000133366225026902
"2884",4,"news",0.000977152658894299
"2885",5,"news",0.00726950805231343
"2886",6,"news",0.0217525092949189
"2887",1,"newspaper",8.26991857205922e-05
"2888",2,"newspaper",1.37262291982755e-14
"2889",3,"newspaper",2.13786663898209e-10
"2890",4,"newspaper",2.38716251358409e-13
"2891",5,"newspaper",1.12980045734899e-11
"2892",6,"newspaper",0.00734871912214348
"2893",1,"next",0.00083136426232468
"2894",2,"next",0.00158711393240181
"2895",3,"next",0.00319450699501684
"2896",4,"next",0.000407967493322126
"2897",5,"next",0.00222314870947894
"2898",6,"next",0.000263668511887802
"2899",1,"night",0.00403913060166161
"2900",2,"night",6.1883207154427e-06
"2901",3,"night",0.00239395073598798
"2902",4,"night",6.52034359118129e-09
"2903",5,"night",0.000959392071686159
"2904",6,"night",0.000204893773243826
"2905",1,"north",0.00113158202770933
"2906",2,"north",0.00836098371009356
"2907",3,"north",4.89004360381242e-06
"2908",4,"north",4.90059913083382e-09
"2909",5,"north",0.000966471939650695
"2910",6,"north",1.88670492474305e-07
"2911",1,"noted",0.000236462437425429
"2912",2,"noted",0.000749986477587519
"2913",3,"noted",0.000158553949274835
"2914",4,"noted",0.00104963870809872
"2915",5,"noted",0.000553740493978189
"2916",6,"noted",0.00100831292541741
"2917",1,"nothing",0.000417229668818102
"2918",2,"nothing",0.000573812531008509
"2919",3,"nothing",0.00190859715416788
"2920",4,"nothing",0.00050908641740677
"2921",5,"nothing",0.000560095141818702
"2922",6,"nothing",0.000704092860940299
"2923",1,"november",0.000454051154274489
"2924",2,"november",2.33455542189064e-05
"2925",3,"november",0.000104744317639865
"2926",4,"november",0.000109531594209206
"2927",5,"november",0.00322403101499952
"2928",6,"november",0.000248663128678995
"2929",1,"now",0.000998818634770588
"2930",2,"now",0.00524671786872912
"2931",3,"now",0.00839303672375705
"2932",4,"now",0.00376228778463688
"2933",5,"now",0.00298908387781506
"2934",6,"now",0.00238492563974009
"2935",1,"number",0.000200794989569651
"2936",2,"number",0.00293622384092686
"2937",3,"number",0.000623051659295034
"2938",4,"number",0.00274391732388225
"2939",5,"number",0.000703279209734893
"2940",6,"number",0.00228839095099285
"2941",1,"obama",2.51790828299976e-20
"2942",2,"obama",0.00211512659994398
"2943",3,"obama",3.36228344336848e-07
"2944",4,"obama",6.56143490242543e-06
"2945",5,"obama",0.00363691287474854
"2946",6,"obama",9.8052720899901e-09
"2947",1,"offered",0.000544890405407272
"2948",2,"offered",0.000526694728662967
"2949",3,"offered",0.000338093754675775
"2950",4,"offered",0.000199287394460012
"2951",5,"offered",0.000445149876258028
"2952",6,"offered",0.000774467299958143
"2953",1,"office",0.00716918649194801
"2954",2,"office",0.00173919965252753
"2955",3,"office",0.00019382695141119
"2956",4,"office",0.00206126700837905
"2957",5,"office",0.00391778844221638
"2958",6,"office",0.00306049973597902
"2959",1,"officer",0.0129107271223894
"2960",2,"officer",0
"2961",3,"officer",0
"2962",4,"officer",0
"2963",5,"officer",0
"2964",6,"officer",0
"2965",1,"officers",0.0161730712615591
"2966",2,"officers",5.6550106404098e-12
"2967",3,"officers",9.16112749807757e-20
"2968",4,"officers",5.68796687789376e-11
"2969",5,"officers",7.48045074055915e-13
"2970",6,"officers",3.02261700200057e-14
"2971",1,"official",0.000348160053430122
"2972",2,"official",0.00375238229533072
"2973",3,"official",2.56615470388654e-06
"2974",4,"official",9.10906827831506e-05
"2975",5,"official",0.00148292901267696
"2976",6,"official",0.00105091156967098
"2977",1,"officials",0.00479013687261398
"2978",2,"officials",0.00808444634576172
"2979",3,"officials",1.69368360818014e-13
"2980",4,"officials",0.000674400670032275
"2981",5,"officials",0.00117937268903374
"2982",6,"officials",0.000547583146410986
"2983",1,"often",1.01219161938088e-06
"2984",2,"often",0.00175673319660632
"2985",3,"often",0.00252637887293557
"2986",4,"often",0.00101085572934978
"2987",5,"often",4.9782163110093e-06
"2988",6,"often",0.00113297923644375
"2989",1,"old",0.000246257942026391
"2990",2,"old",0.000557658379371113
"2991",3,"old",0.00242297557182509
"2992",4,"old",3.95916147488286e-06
"2993",5,"old",0.000113651327127194
"2994",6,"old",0.000321219127223058
"2995",1,"one",0.00821185889838289
"2996",2,"one",0.00773410417082707
"2997",3,"one",0.0180706735413428
"2998",4,"one",0.0048484650256519
"2999",5,"one",0.00636316915534513
"3000",6,"one",0.0082890436974478
"3001",1,"ones",1.35120788757051e-05
"3002",2,"ones",0.000323535869643589
"3003",3,"ones",0.000853307801818019
"3004",4,"ones",0.000503923647833768
"3005",5,"ones",1.68042884577392e-06
"3006",6,"ones",0.000576179579518954
"3007",1,"online",5.25767168370619e-07
"3008",2,"online",2.76601694620043e-09
"3009",3,"online",0.00016940391248892
"3010",4,"online",0.00225696478342304
"3011",5,"online",7.29259520967845e-09
"3012",6,"online",0.0046519450762219
"3013",1,"open",0.000548861101468251
"3014",2,"open",0.000677693387385186
"3015",3,"open",0.00123192809483564
"3016",4,"open",0.000736561413515315
"3017",5,"open",0.00134962059040434
"3018",6,"open",0.00062379330822477
"3019",1,"opened",0.00208362437963378
"3020",2,"opened",8.49810150350658e-06
"3021",3,"opened",0.000300013942854769
"3022",4,"opened",2.950791698182e-06
"3023",5,"opened",6.32866926277594e-05
"3024",6,"opened",0.00137389065773735
"3025",1,"opportunity",1.74048556033883e-09
"3026",2,"opportunity",0.000280612955483537
"3027",3,"opportunity",0.000908655603180177
"3028",4,"opportunity",0.000867813834037602
"3029",5,"opportunity",0.000478697385737067
"3030",6,"opportunity",0.000183425979480953
"3031",1,"order",0.000485116292998664
"3032",2,"order",0.0027088537643569
"3033",3,"order",0.000635415521189622
"3034",4,"order",0.00345728824898121
"3035",5,"order",0.000149002858535913
"3036",6,"order",7.89425374025386e-05
"3037",1,"organization",4.93023388169097e-12
"3038",2,"organization",0.00158946128866228
"3039",3,"organization",6.27238008311493e-05
"3040",4,"organization",0.00175998863794799
"3041",5,"organization",0.000249824005481786
"3042",6,"organization",0.0017783519271403
"3043",1,"others",0.00119964906128614
"3044",2,"others",0.000956607617951392
"3045",3,"others",0.00115606216651005
"3046",4,"others",0.000767818379099522
"3047",5,"others",0.000184072436539277
"3048",6,"others",0.00522864912434727
"3049",1,"outside",0.00312116078060389
"3050",2,"outside",0.000800302970686905
"3051",3,"outside",0.00118784049713712
"3052",4,"outside",0.000539596689198985
"3053",5,"outside",0.000642342110318377
"3054",6,"outside",0.0010249832375023
"3055",1,"p.m",0.00324369542447001
"3056",2,"p.m",2.57681390372372e-12
"3057",3,"p.m",8.16693303771219e-06
"3058",4,"p.m",7.63139853314098e-15
"3059",5,"p.m",0.000696591464244991
"3060",6,"p.m",0.00112976089438587
"3061",1,"page",3.11916061565169e-05
"3062",2,"page",9.85462130071979e-10
"3063",3,"page",0.000154734831866737
"3064",4,"page",9.95052586763758e-08
"3065",5,"page",0.000553913968197517
"3066",6,"page",0.00427309530174546
"3067",1,"paper",7.11640319102582e-06
"3068",2,"paper",1.15013666758959e-07
"3069",3,"paper",0.000168187714535401
"3070",4,"paper",8.75028666185271e-07
"3071",5,"paper",1.9598584276553e-07
"3072",6,"paper",0.00506794937428528
"3073",1,"parents",0.000426171473144675
"3074",2,"parents",0.00414354834870535
"3075",3,"parents",0.00102340070269779
"3076",4,"parents",5.65162992428895e-10
"3077",5,"parents",1.04797736145138e-06
"3078",6,"parents",0.00101504162119274
"3079",1,"part",7.9570497849929e-05
"3080",2,"part",0.00298997076187002
"3081",3,"part",0.00329370234163887
"3082",4,"part",0.00170757287684852
"3083",5,"part",0.000813001384492512
"3084",6,"part",0.0028542632878216
"3085",1,"particularly",2.69617188666959e-11
"3086",2,"particularly",0.000971319748996849
"3087",3,"particularly",0.000666252422125093
"3088",4,"particularly",0.000646599701049012
"3089",5,"particularly",0.000451751111959004
"3090",6,"particularly",8.64970041187759e-05
"3091",1,"party",0.00031004325039931
"3092",2,"party",0.000784880767794065
"3093",3,"party",0.000769792242569825
"3094",4,"party",8.66274953388566e-05
"3095",5,"party",0.00987453950905793
"3096",6,"party",3.28376320925248e-07
"3097",1,"past",0.000597385983021187
"3098",2,"past",0.00259251832773643
"3099",3,"past",0.00204559415432425
"3100",4,"past",0.000676051408077232
"3101",5,"past",0.00105719501367259
"3102",6,"past",0.00115864589513922
"3103",1,"paul",0.000120012299329988
"3104",2,"paul",4.66021514600303e-05
"3105",3,"paul",0.00040102528721992
"3106",4,"paul",0.00023793026754972
"3107",5,"paul",0.00281349949020372
"3108",6,"paul",0.00024947237257598
"3109",1,"pay",0.000215740455317515
"3110",2,"pay",0.000910867416886068
"3111",3,"pay",0.00116635577149244
"3112",4,"pay",0.00100517511096525
"3113",5,"pay",0.000292671223366989
"3114",6,"pay",0.000680458407536902
"3115",1,"people",0.00440547737848701
"3116",2,"people",0.00702037367698062
"3117",3,"people",0.0125482400714465
"3118",4,"people",0.00626367394551474
"3119",5,"people",0.000219360383355725
"3120",6,"people",0.0262132876082171
"3121",1,"percent",2.19675489813566e-14
"3122",2,"percent",0.0110941835653504
"3123",3,"percent",0.000184537349058304
"3124",4,"percent",3.5432337472808e-06
"3125",5,"percent",0.00569698399173505
"3126",6,"percent",1.88096541472979e-07
"3127",1,"perhaps",2.82315996060511e-14
"3128",2,"perhaps",0.000726488840689541
"3129",3,"perhaps",0.00119021439109022
"3130",4,"perhaps",0.000136432957592281
"3131",5,"perhaps",0.00019136164054518
"3132",6,"perhaps",3.28739100647682e-09
"3133",1,"person",0.00347205565847501
"3134",2,"person",5.40945000697273e-06
"3135",3,"person",0.00222006908294118
"3136",4,"person",0.00114386785202204
"3137",5,"person",0.000865122439157882
"3138",6,"person",0.00132759028847272
"3139",1,"personal",1.38370741538302e-07
"3140",2,"personal",4.52901189046417e-05
"3141",3,"personal",0.000737836263662251
"3142",4,"personal",0.00149780102811868
"3143",5,"personal",0.00117056329010321
"3144",6,"personal",0.00147913475057974
"3145",1,"phone",0.00116120127382652
"3146",2,"phone",1.46874046533973e-07
"3147",3,"phone",0.00129581418657036
"3148",4,"phone",0.00105741460328984
"3149",5,"phone",7.02149825847342e-06
"3150",6,"phone",0.000589188828380259
"3151",1,"photo",0
"3152",2,"photo",0
"3153",3,"photo",0.00184403149167906
"3154",4,"photo",0
"3155",5,"photo",0
"3156",6,"photo",0
"3157",1,"place",0.00120624198574943
"3158",2,"place",0.00098000684301647
"3159",3,"place",0.00258432770409176
"3160",4,"place",0.000936293031390853
"3161",5,"place",0.000938374301440142
